,category,text
4847,FOOD#POSITIVE,One member of our party remarked that he was trying so many new things he felt like he needed to take the food item name plates from the buffet back to the table so he could remember what everything was.
4848,FOOD#POSITIVE,"Nice selection of food: Italian, Chinese, Japanese, salad bar, bread bar, appetizer bar, and large assortment of decorative desserts."
4849,FOOD#POSITIVE,"Italian, Asian, and Mexican cuisines, as well as American comfort food staples, were represented at its buffet stations."
4850,FOOD#POSITIVE,"I don't normally enjoy eating Thai food, but this place was pretty good!"
4851,FOOD#POSITIVE,"The watermelon siracha was innovative, the goat cheese w lavender amazing, and the sphagetti Nero w langoustine out of this world!"
4852,FOOD#POSITIVE,What wins me over at the Wynn is their dessert section.
4853,FOOD#POSITIVE,The King Crab Legs were a nice size and pre-split but I was somewhat disappointed that they were served cold.
4854,FOOD#POSITIVE,Their selections were great and have foods I haven't seen at other buffets or tasted such as a made to order creamy seafood sauce with veggies to your liking poured inside a puff pastry bowl (I don't remember the actual name but it starts with Vul).
4855,FOOD#POSITIVE,Displays the type of European style of outdoor eating.
4856,FOOD#POSITIVE,There was a nice variety of items and we loved the plethora of dessert options as well.
4857,FOOD#POSITIVE,I love the small dish concept.
4858,FOOD#POSITIVE,The restaurant offers a variety of its specialty cocktails as well as specialty beers from the bottle or tap.
4859,FOOD#POSITIVE,"This place is fun, the food is great and very affordable for the strip."
4860,FOOD#POSITIVE,"Better meat selection, better sushi (although I see it sub par), best in dessert hands down, better service, and of course better pricing."
4861,FOOD#POSITIVE,"Their desserts were so unique, so many things I've never seen or heard of... they all sounded and looked so delightful but none of them were..."
4862,FOOD#POSITIVE,"The food here is solid good

But am hard pressed to find out how the yelp stars are so generous

Aside from the nice toasted bread many of the offerings are solid good but not something I would give 4 stars for ... it's my bias but I think that the crowds eating here @PH are younger and maybe a bit more forgiving with their younger palette preferences

Out of all the options ... if your here for the first time i suggest trying something different like Hawaiian BBQ

I suggest skipping the tomato soup."
4863,FOOD#POSITIVE,"Probably the best part of the entire buffet is the dessert section, with delicious gourmet treats and a great gelato selection."
4864,FOOD#POSITIVE,"I mean, it's no DTF (in Taiwan), but they made them a lot better than many a Chinese restaurant I've been to, not to mention that they are served individually in adorable miniature steamers and retain their soup very well."
4865,FOOD#POSITIVE,Asian food was so much to choose from it was like a Chinese buffet restaurant all on its own.
4866,FOOD#POSITIVE,"From presentation to freshness and quality, every item they served was delicious and the selection is incredible."
4867,FOOD#POSITIVE,"Overall, I'd give this place 5 stars for friendly service and amazingly large and creative portions, but only 3 stars on taste that doesn't match presentation."
4868,FOOD#POSITIVE,"They had an excellent selection of cake pops, bread pudding, cute little pastries, and savory gelato and sorbet flavors."
4869,FOOD#POSITIVE,I really enjoyed their made to order soup station.
4870,FOOD#POSITIVE,Excellent quality and selection.
4871,FOOD#POSITIVE,"I would recommend trying stuff that's from Issan, Northern Thailand, or Chef's choice because c'mon... you can get Pad See Ew and Pad Thai anywhere."
4872,FOOD#POSITIVE,"Red Velvet Pancakes, the greatest bacon ever, and great service earned 5 stars."
4873,FOOD#POSITIVE,I liked how the dishes were portioned off.
4874,FOOD#POSITIVE,"There are seven different sections including seafood, sushi, breads, cheeses, tacos, meats and even fresh juices."
4875,FOOD#POSITIVE,The stations just got longer and longer and it seemed like they would never end.
4876,FOOD#POSITIVE,They were nicely presented but I wish they taste as good as they look.
4877,FOOD#POSITIVE,The food here was superb.
4878,FOOD#POSITIVE,The food was excellent.
4879,FOOD#POSITIVE,"Next few areas were chilled crab legs which were cut in half length wise, cocktail shrimp, stone crab claws and dungress crab."
4880,FOOD#POSITIVE,Meaning more selection than you can ever try.
4881,FOOD#POSITIVE,"I totally recommend coming here for dessert, esp during dinner."
4882,FOOD#POSITIVE,"While there was a lot to choose from, there were only a few items that stood out to me: the steamed BBQ buns, the meatballs, the beef burria, crab legs and cocktail shrimp, and the coconut macaroons."
4883,FOOD#POSITIVE,Our family of 4 ate there and my husband and I didn't eat again the rest of the day!!
4884,FOOD#POSITIVE,I don't think I have such a wonderful sandwich for a very long time..
4885,FOOD#POSITIVE,Food was super delicious too!!
4886,FOOD#POSITIVE,Seriously the most impressive array of buffet offerings I have ever laid eyes on.
4887,FOOD#POSITIVE,"The service here is what makes The Hash House A Go Go standout from other restaurants on the strip, alongside their humongous food portions."
4888,FOOD#POSITIVE,"Fresh mussels, fried chicken, BLT salad, Mac n cheese, sushi, gelato bar."
4889,FOOD#POSITIVE,"first of all, the food was good."
4890,FOOD#POSITIVE,"Excellent service, HUGE portion sizes and all of our food was delicious!"
4891,FOOD#POSITIVE,I had a strawberry vinaigrette that surprisingly worked and a pistachio that was actually nutty.
4892,FOOD#POSITIVE,"They were everything that everybody has said about them.....huge, delicious, crazy."
4893,FOOD#POSITIVE,All others in the party were equally pleased with the size of their meal!
4894,FOOD#POSITIVE,"In Vegas, there are just too many choices to deal with below average food."
4895,FOOD#POSITIVE,"BurGR is a top notch place, great service, nice friendly staff and excellent tasting food."
4896,FOOD#POSITIVE,"The coffee was perfect, the service was pleasant and quick enough."
4897,FOOD#POSITIVE,Fun Place and their famous roast beef sandwich is Fantastic!
4898,FOOD#POSITIVE,"But by the time you have your first bite, you know it's worth the wait."
4899,FOOD#POSITIVE,Pairing of white wine was delicious with our dishes .
4900,FOOD#POSITIVE,The food here is amazing!
4901,FOOD#POSITIVE,"Nua Nam Tok - (Spice Level 4) Very similar to the flavors of the Nam Kao Top, good but not great."
4902,FOOD#POSITIVE,"I was able to find a selection of different foods that I wanted to try, and most of them I enjoyed."
4903,FOOD#POSITIVE,"Some of the good dishes served -- sticky rice wrapped in bamboo leaves (excellent), Chinese porridge with Chinese donuts (very good), steamed dumplings (shao long bao) in individual small pie dishes, a Chinese herbal soup, honey walnut shrimp (not that bad for buffet), and other various items."
4904,FOOD#POSITIVE,salads had nice presentation though.
4905,FOOD#POSITIVE,The beer selection is rather European as well.
4906,FOOD#POSITIVE,Just ate the turkey holiday sandwich  A+ (only around until early Jan).
4907,FOOD#POSITIVE,"Apple Chicken Sausage - don't really like sausage, but it was tasty
Biscuit & Gravy - good
Tried a few cheeses, they were a lil strong for my palette

The dessert area was just over flowing with chocolate greatness, but I'm not a chocolate fan...Whomp whomp!"
4908,FOOD#POSITIVE,The strawberry shortcake and gelato were the best dessert options.
4909,FOOD#POSITIVE,"I find that most places are sit down with HUGE portions, but honestly, after a night of drinking and dancing, this place always hits the spot."
4910,FOOD#POSITIVE,"the desserts werent as good as the Wynn, but Wicked Spoon wins for concept and variety."
4911,FOOD#POSITIVE,"The wine list is extensive, and the wine cart is one of the charms we enjoy."
4912,FOOD#POSITIVE,"They even started a fresh juice\/water section with hibiscus water, mango juice, and horchata."
4913,FOOD#POSITIVE,"Also ordered and drank the BLT bloody mary with bacon, lettuce and tomato along with toast lol, very strong."
4914,FOOD#POSITIVE,"Besides the ambiance, I also loved the tapas style of dishes."
4915,FOOD#POSITIVE,"Both our meals were very good, but the presentation of the waffles and chicken the table got next to us was spectacular."
4916,FOOD#POSITIVE,"Desserts were always the best part of a buffet, as it helped push your stomach beyond the limits with attractive looking sweets placed in tiny shot glasses."
4917,FOOD#POSITIVE,"The dessert section is fairly large too- lots of gelatos, cakes, and other sweet treats."
4918,FOOD#POSITIVE,"Seafood: shrimps with cocktail sauce were good, was told the crab legs were just ok.

Desserts: always delicious, carrot cake was good and a few others

Drinks: they have some healthy drinks on the far right of the buffet in the morning\/brunch hours which are good and the red alc drink, sorry forgot name and didn't take pic of name on all you can drink menu, is good but all depends on how sweet you like things

Chinese: all the ""dim sum"" is shrimp, didn't try the ""congee"" but not sure how you can mess that up."
4919,FOOD#POSITIVE,I personally enjoyed the dessert bar here more than the food.
4920,FOOD#POSITIVE,Great vegetarian options.
4921,FOOD#POSITIVE,"But still, very good....but by far the best part of the meal were the ""Pancakes"" They are actually a stack of Crepes, and they are amazing."
4922,FOOD#POSITIVE,Dessert also looked so impressive but only the gelato was decent.
4923,FOOD#POSITIVE,"However I rate it with a 4 star because the all you can drink champagne for 7$ , the organization and all the type of food we were able to try makes it worth visiting at the Ceaser Palace hotel in las vegas"
4924,FOOD#POSITIVE,"the food is truly exceptional, and the wine list is one of the best in the country, PERIOD, and easily the finest in any Asian restaurant I have ever seen."
4925,FOOD#POSITIVE,"Something that sets them apart from other buffets (that I know of) is not only do they have delectable food, but they also serve them in individually-sized containers."
4926,FOOD#POSITIVE,The burgers are obviously delicious and there are plenty to choose from-including non beef items.
4927,FOOD#POSITIVE,"Much of the food is pre-portioned in little ramekins, serving pans, etc, which is super cute if you're into presentation like I am."
4928,FOOD#POSITIVE,The chefs will also heat up your crab legs if you don't like cold crab legs.
